,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_asset_value,loan_status
1107,5,1,1,15.38412647587812,16.147654453199863,8,781,17.111347423968603,1
1108,4,1,0,15.907374619642667,16.759949537130716,6,375,17.719501391695157,0
1109,4,0,0,15.590462908875947,16.51687177091569,14,857,17.26866767855714,1
1110,5,1,1,15.907374619642667,17.284366588100244,6,823,17.739462134257693,1
1111,0,1,0,14.151982794585487,15.424948470398375,8,686,15.943742263813542,1
1112,1,1,0,14.28551418721001,15.65606019136176,2,721,16.08763644347361,1
1113,4,1,0,15.341566861459324,16.056220247240233,18,545,16.860032995687696,0
1114,1,0,0,14.880221294956703,16.00156183470237,6,523,16.70588231586044,0
1115,2,1,1,15.967272761223736,17.030378361434938,20,607,17.882826447798454,1
1116,4,0,0,15.150511624696614,16.51687177091569,20,428,17.022313801598205,0
1117,0,0,0,15.919644712234481,16.826131444012017,4,666,17.858561825798823,1
1118,3,1,0,14.978661367769956,16.12804598181149,20,704,16.864783598446294,1
1119,0,0,1,15.907374619642667,16.985196138641705,10,794,17.7355017330416,1
1120,1,1,1,16.0978929436408,16.963963918535928,12,430,17.91318291027905,0
1121,0,0,0,12.206072645530174,13.122363377404328,20,615,14.22097566607244,1
1122,0,0,0,15.702580206996654,16.461685355348397,20,360,17.624392804472908,0
1123,0,0,0,16.02378497148708,16.722411617811648,14,458,17.899804784332872,0
1124,2,0,0,15.520258650202699,16.831045458814444,12,887,17.335971360453247,1
1125,4,0,0,15.789591583986283,17.126053571358298,8,735,17.862064456350026,1
1126,1,0,0,14.690979295318174,15.538277155705378,16,379,16.51687177091569,0
1127,4,1,0,16.077273656438063,17.054189010128656,20,544,17.733515635069967,0
1128,1,1,1,15.573368475516649,16.630919277386983,12,721,17.385043254445645,1
1129,4,0,0,14.648419680899378,15.60727002719233,8,676,16.41076526492114,1
1130,1,0,0,12.611537753638338,13.997832114758229,4,342,14.603967918328545,1
1131,0,0,0,16.108045315104818,17.111347423968603,16,566,18.052511420587898,1
1132,2,0,0,15.068273526459642,16.454567887579532,2,355,17.034386382832476,1
1133,2,1,0,15.38412647587812,16.733281290048552,20,605,17.27182723884751,1
1134,2,0,0,14.28551418721001,15.464169183551656,16,525,16.1573163641116,0
1135,5,1,1,13.592367006650065,14.73180128983843,12,403,15.319587954740548,0
1136,1,1,1,16.012735135300492,17.327055996795295,18,727,17.95387200560315,1
1137,1,1,0,15.931766072766827,17.17935215308266,12,529,17.91815392300107,0
1138,4,1,0,14.845129975145433,15.623799329143539,18,415,16.636889444373487,0
1139,1,1,1,15.671808548329901,16.666217059468007,10,879,17.36225024491709,1
1140,2,0,1,15.60727002719233,16.349207371921707,16,649,17.481633024955595,1
1141,0,1,0,14.880221294956703,16.0978929436408,16,395,16.8456442582356,0
1142,0,1,0,15.687312734865866,16.997722398460883,20,488,17.550796384892365,0
1143,1,1,1,12.206072645530174,12.89921982609012,8,569,14.151982794585487,1
1144,1,0,0,15.943742263813542,17.01825700090259,14,817,17.81187471182617,1
1145,1,1,1,15.623799329143539,16.694709015262312,20,706,17.68879273507599,1
1146,2,1,1,15.89495209964411,17.255928652779712,8,553,17.543610725231492,1
1147,5,0,1,13.710150042306449,14.403297222866392,14,464,15.444751097694555,0
1148,2,1,0,15.80338490611862,16.811242831518264,6,729,17.74340691254871,1
1149,4,0,1,15.123843377614453,15.816990558174398,12,363,17.09265529095645,0
1150,2,1,0,15.464169183551656,16.660419941783683,12,565,17.252718377149463,1
1151,1,1,0,15.789591583986283,16.860032995687696,14,421,17.541203985200926,0
1152,0,0,1,16.056220247240233,17.347736202032834,10,512,18.029118541013194,0
1153,3,0,1,15.03928598958639,16.333207030575267,2,730,16.95966283663654,1
1154,0,1,0,13.304684934198283,14.648419680899378,8,627,15.38412647587812,1
1155,0,0,1,15.009433026436708,16.11809565095832,16,434,16.997722398460883,0
1156,2,1,1,15.590462908875947,16.475770095230136,2,410,17.434503884614045,0
1157,3,0,0,14.077874822431765,15.096444403426338,16,624,16.108045315104818,1
1158,4,1,1,15.555976732804778,16.642824179893303,4,656,17.74340691254871,1
1159,2,0,0,15.856730886823913,17.12239726015519,16,758,17.639794649084415,1
1160,4,0,1,15.761420707019587,16.972510979114386,18,336,17.7667542765457,0
1161,5,1,0,15.907374619642667,16.90199719478673,18,378,17.353567122343627,0
1162,1,1,1,14.457364444136669,15.250595083253597,4,620,16.58182966719046,1
1163,2,1,0,15.319587954740548,16.02378497148708,18,593,16.549878067383858,1
1164,0,0,1,16.077273656438063,17.341871082580436,12,710,18.197537192638155,1
1165,1,0,1,15.501909511534503,16.8456442582356,8,753,17.04631495369775,1
1166,1,0,1,15.86963429165982,17.118727531266227,16,454,17.686711568872166,0
1167,1,1,1,15.919644712234481,16.76519889301686,8,619,18.02763815584276,1
1168,2,1,0,16.00156183470237,17.16541464523888,6,367,18.058275125304647,0
1169,1,1,0,14.151982794585487,14.946912669455374,20,384,15.816990558174398,0
1170,2,1,0,14.346138809026444,15.590462908875947,16,610,15.943742263813542,1
1171,0,1,0,15.483217378522351,16.785925023533974,12,802,17.26549810379586,1
1172,3,1,0,15.687312734865866,17.04235455248165,10,858,17.69501037168686,1
1173,2,1,0,15.590462908875947,16.454567887579532,8,599,17.47135015800001,1
1174,4,1,1,16.0978929436408,17.111347423968603,2,395,17.81187471182617,0
1175,3,1,1,15.856730886823913,16.600521800202614,6,380,17.831893578716663,0
1176,1,1,0,15.88237331743725,17.11504428584993,10,803,17.88624525454724,1
1177,4,1,0,15.068273526459642,16.00156183470237,20,809,17.054189010128656,1
1178,4,0,0,14.690979295318174,15.702580206996654,2,722,16.70588231586044,1
1179,5,1,0,16.108045315104818,17.39066124674987,10,392,17.980624191074583,0
1180,0,1,0,15.176487111099874,16.489659207390805,8,545,16.933460464242515,0
1181,2,0,1,15.80338490611862,17.16541464523888,10,799,17.615484059583796,1
1182,0,1,1,15.671808548329901,16.90199719478673,12,727,17.819200751918245,1
1183,4,1,0,15.775605342011543,16.801192495664765,18,530,17.466168799258014,0
1184,2,0,0,15.990262279448435,16.759949537130716,14,637,17.923100346936394,1
1185,5,1,0,15.816990558174398,16.860032995687696,4,561,17.830090151717513,1
1186,2,0,0,15.29711509888849,16.300417207752275,20,421,17.252718377149463,0
1187,3,1,1,15.967272761223736,17.226658270479597,14,459,17.7073308560749,0
1188,3,0,0,15.747031969567487,17.073607095985757,14,828,17.531518679466462,1
1189,4,1,0,16.077273656438063,17.1296965626368,20,679,18.132998671500584,1
1190,2,1,1,15.907374619642667,17.06200154986545,8,455,17.96023132751144,0
1191,0,0,0,14.77102200299171,16.056220247240233,18,879,16.266515656076592,1
1192,3,1,1,16.045524958123483,17.077445872292923,14,636,18.01870952509846,1
1193,2,0,1,14.557447902693651,15.538277155705378,16,426,16.012735135300492,0
1194,4,0,1,16.012735135300492,16.883563493097892,14,508,18.082406885384525,0
1195,3,0,1,15.761420707019587,16.77042083699801,4,768,17.711404181462537,1
1196,3,0,0,14.603967918328545,15.671808548329901,20,667,16.87890147999208,1
1197,5,1,1,15.830413578506539,17.15483253590834,2,440,17.608750027402454,1
1198,1,1,1,15.931766072766827,16.636889444373487,2,366,17.916499662905043,0
1199,2,0,0,12.611537753638338,13.304684934198283,2,383,14.690979295318174,0
1200,0,0,1,12.611537753638338,13.592367006650065,4,603,14.403297222866392,1
1201,3,1,0,15.176487111099874,16.51687177091569,4,728,17.18624873214172,1
1202,0,0,0,15.702580206996654,16.826131444012017,6,549,17.61324441699029,0
1203,0,1,0,15.226497531674536,16.185754299432134,8,855,17.09265529095645,1
1204,5,1,1,14.403297222866392,15.483217378522351,12,461,16.25785759333348,0
1205,3,0,1,15.761420707019587,16.59432982995469,16,379,17.50937755358925,0
1206,2,0,1,15.444751097694555,16.432906390798355,6,559,17.382222378104004,1
1207,1,0,1,12.611537753638338,13.304684934198283,8,816,14.603967918328545,1
1208,4,0,1,15.27412558066379,16.249123913364723,2,560,17.077445872292923,1
1209,0,1,1,14.978661367769956,16.300417207752275,14,645,16.911088166487982,1
1210,4,0,1,15.250595083253597,16.25785759333348,6,551,17.356469882001587,1
1211,0,0,1,16.077273656438063,16.946647468524468,8,515,17.911520399505434,0
1212,4,1,0,14.077874822431765,15.096444403426338,10,657,16.02378497148708,1
1213,3,0,0,14.690979295318174,16.045524958123483,2,682,16.46875252257149,1
1214,0,1,0,13.304684934198283,14.28551418721001,10,588,14.946912669455374,1
1215,5,1,1,16.077273656438063,17.45309671769066,10,359,17.963395887114405,0
1216,0,1,0,12.89921982609012,13.997832114758229,4,766,14.808762330974558,1
1217,4,1,0,15.590462908875947,16.80623028969472,14,469,17.65065251905646,0
1218,0,1,1,13.458835614025542,14.151982794585487,10,618,15.123843377614453,1
1219,0,0,1,15.967272761223736,16.689075197544057,20,711,17.91318291027905,1
1220,0,1,1,16.012735135300492,17.341871082580436,4,549,17.58366319297272,1
1221,3,1,1,15.444751097694555,16.831045458814444,6,754,16.98098560610536,1
1222,4,0,1,13.122363377404328,14.22097566607244,6,461,15.123843377614453,0
1223,2,1,0,14.28551418721001,15.150511624696614,10,837,16.300417207752275,1
1224,0,1,1,16.0978929436408,16.98938901690174,14,459,17.569709478198853,0
1225,4,1,0,15.86963429165982,17.20665760377293,20,614,17.837284427351538,1
1226,4,0,0,15.687312734865866,16.99356438831222,16,373,17.312018119430753,0
1227,5,1,1,15.830413578506539,17.09265529095645,12,512,17.709369592764748,0
1228,4,1,1,16.00156183470237,16.96824658032793,18,781,17.733515635069967,1
1229,4,1,1,14.403297222866392,15.573368475516649,14,305,16.06680235657077,0
1230,1,0,1,15.84365880525656,17.140546578660864,6,447,17.312018119430753,0
1231,4,1,1,13.997832114758229,15.341566861459324,6,757,15.943742263813542,1
1232,5,1,1,14.808762330974558,16.1573163641116,2,723,16.536805985816503,1
1233,1,0,1,15.341566861459324,16.204273347199372,12,463,16.80623028969472,0
1234,2,0,0,15.747031969567487,16.744034081824815,10,699,17.619948352712484,1
1235,4,1,1,15.943742263813542,17.04235455248165,2,308,17.83369375922081,1
1236,0,1,0,12.611537753638338,13.122363377404328,18,702,14.508657738524219,1
1237,2,0,1,16.06680235657077,17.43985149094064,4,456,18.119575651168443,1
1238,3,1,1,14.457364444136669,15.590462908875947,8,651,16.166885815127753,1
1239,3,0,0,15.250595083253597,16.489659207390805,20,840,16.98938901690174,1
1240,4,1,1,14.603967918328545,15.88237331743725,18,848,16.642824179893303,1
1241,5,1,1,15.775605342011543,16.796129193708218,4,727,17.72753356339242,1
1242,4,1,0,15.068273526459642,16.266515656076592,10,335,16.997722398460883,0
1243,5,0,0,12.89921982609012,13.592367006650065,18,304,14.978661367769956,0
1244,2,1,1,15.990262279448435,17.353567122343627,2,712,17.879395912701668,1
1245,0,0,0,14.403297222866392,15.702580206996654,10,737,16.489659207390805,1
1246,1,1,1,15.84365880525656,17.193098073987297,14,690,17.858561825798823,1
1247,1,1,1,13.815510557964274,14.978661367769956,4,888,15.761420707019587,1
1248,2,0,1,15.919644712234481,17.118727531266227,10,839,17.667783558986645,1
1249,5,0,1,15.096444403426338,16.333207030575267,8,333,17.014183675514957,0
1250,5,1,0,16.056220247240233,16.98098560610536,18,862,17.785802471516394,1
1251,5,0,0,14.77102200299171,16.02378497148708,4,309,16.654589021472887,1
1252,5,0,0,16.06680235657077,17.239773212557427,10,823,17.964974419407454,1
1253,0,1,1,15.068273526459642,16.275099399767985,14,649,16.791040124200745,1
1254,5,0,1,16.0978929436408,17.39066124674987,10,726,18.085208007664235,1
1255,4,1,0,13.592367006650065,14.946912669455374,18,712,15.226497531674536,1
1256,0,0,0,16.08763644347361,17.434503884614045,20,701,17.957056721670668,1
1257,3,1,0,15.64005985001532,16.874217630679652,12,655,17.560297644016508,1
1258,1,0,1,15.29711509888849,16.62491325332677,18,385,17.01825700090259,0
1259,2,1,0,14.403297222866392,15.150511624696614,4,777,16.440179150127435,1
1260,3,1,0,14.346138809026444,15.483217378522351,14,696,15.65606019136176,1
1261,3,1,0,15.176487111099874,16.461685355348397,16,496,16.874217630679652,0
1262,2,1,1,14.603967918328545,15.88237331743725,6,659,16.600521800202614,1
1263,3,0,1,15.65606019136176,16.689075197544057,2,542,17.48927637426816,0
1264,2,0,0,14.603967918328545,15.978833583624812,18,729,16.59432982995469,1
1265,1,1,0,15.907374619642667,17.161899703131436,6,744,17.914842661697413,1
1266,4,0,0,15.732433170146335,16.64872390202049,2,749,17.88111265132072,1
1267,0,1,0,15.363073066680286,16.510137738734343,20,755,17.41007933260697,1
1268,3,1,1,14.603967918328545,15.483217378522351,2,506,16.292048958081757,0
1269,3,1,1,15.068273526459642,16.38045991542581,6,391,17.118727531266227,0
1270,1,0,1,15.068273526459642,16.266515656076592,10,898,16.775615653875114,1
1271,5,0,0,13.122363377404328,14.22097566607244,12,527,14.508657738524219,0
1272,5,0,0,16.108045315104818,17.39345845137093,20,470,18.21856455983023,0
1273,1,1,0,15.943742263813542,17.034386382832476,12,694,17.74537348152075,1
1274,1,1,0,15.424948470398375,16.749367427800177,14,325,17.396247853458508,0
1275,4,0,1,15.520258650202699,16.41076526492114,10,880,16.985196138641705,1
1276,5,1,1,14.914122846632385,16.292048958081757,14,459,17.10017412337048,0
1277,3,0,1,16.056220247240233,16.87890147999208,10,323,17.934547732776746,0
1278,4,1,0,15.84365880525656,17.182806387950748,8,739,17.928022424141822,1
1279,0,0,1,15.520258650202699,16.60667566577699,10,724,17.26549810379586,1
1280,1,1,0,14.946912669455374,15.816990558174398,18,487,16.963963918535928,0
1281,3,1,0,15.856730886823913,17.136942971157566,4,439,17.81737426739221,1
1282,2,1,0,16.0978929436408,17.050259731988763,2,655,17.798923559479093,1
1283,3,0,0,14.978661367769956,16.034714042019267,14,443,16.59432982995469,0
1284,2,1,0,13.458835614025542,14.77102200299171,20,489,15.096444403426338,0
1285,4,0,1,14.946912669455374,15.967272761223736,14,427,16.835935444108635,0
1286,0,1,1,15.319587954740548,16.166885815127753,20,417,17.118727531266227,0
1287,5,0,1,16.00156183470237,17.02635421113521,18,842,17.71343463901292,1
1288,3,0,0,15.590462908875947,16.95966283663654,2,307,17.783913896828526,1
1289,2,0,0,14.22097566607244,15.319587954740548,18,428,16.333207030575267,0
1290,4,0,1,15.65606019136176,16.536805985816503,16,415,17.641975675030775,0
1291,3,0,1,15.687312734865866,16.716932152047026,20,405,17.533948814319753,0
1292,4,1,0,15.89495209964411,17.26549810379586,18,683,17.874227942543225,1
1293,1,1,1,15.009433026436708,16.176364559082295,14,742,16.440179150127435,1
1294,4,0,0,15.176487111099874,16.11809565095832,10,530,17.04631495369775,0
1295,3,1,0,14.28551418721001,15.068273526459642,10,844,16.41820024340866,1
1296,2,0,1,15.176487111099874,16.44739939810092,18,715,16.933460464242515,1
1297,3,1,1,15.89495209964411,17.085079497147994,12,476,17.798923559479093,0
1298,2,1,0,14.603967918328545,15.38412647587812,6,721,16.213405830762646,1
1299,4,0,0,15.84365880525656,17.226658270479597,12,339,17.847979716468288,0
1300,5,0,1,14.808762330974558,15.732433170146335,6,461,16.612791892794426,0
1301,2,1,1,15.65606019136176,16.95966283663654,12,556,17.617718697385214,1
1302,3,0,0,15.856730886823913,16.744034081824815,8,483,17.831893578716663,0
1303,2,1,0,15.319587954740548,16.660419941783683,18,406,17.1296965626368,0
1304,2,1,1,16.056220247240233,17.02635421113521,14,513,18.28256744182273,0
1305,0,0,0,15.341566861459324,16.349207371921707,16,574,17.158372362613466,1
1306,0,1,1,15.464169183551656,16.569171270318538,6,692,17.18624873214172,1
1307,5,1,1,15.89495209964411,17.210018951475632,18,867,17.971263748315017,1
1308,1,0,1,16.108045315104818,17.466168799258014,2,875,17.711404181462537,1
1309,4,1,1,15.955576721460545,16.73867213868343,10,597,17.77441714929127,1
1310,2,1,1,15.404745763080856,16.300417207752275,20,513,17.631022663011578,0
1311,3,1,1,15.761420707019587,17.001863191126915,2,354,17.7073308560749,1
1312,2,0,0,16.077273656438063,17.069753526669768,18,647,18.04671430290357,1
1313,1,1,0,16.08763644347361,16.98098560610536,6,875,18.12496649980332,1
1314,1,1,0,15.64005985001532,16.475770095230136,20,819,17.50937755358925,1
1315,4,0,1,15.226497531674536,16.077273656438063,10,521,17.45309671769066,0
1316,0,1,1,15.623799329143539,16.80623028969472,20,761,17.14771506813948,1
1317,0,1,0,13.458835614025542,14.457364444136669,18,572,15.363073066680286,1
1318,3,1,0,15.671808548329901,16.997722398460883,12,571,17.751250090009737,1
1319,4,1,1,15.150511624696614,15.86963429165982,20,891,17.18967926723851,1
1320,1,0,0,15.404745763080856,16.510137738734343,12,895,17.511862026916912,1
1321,2,1,0,14.557447902693651,15.702580206996654,20,580,16.600521800202614,1
1322,2,1,0,15.64005985001532,16.96824658032793,8,605,17.76290070722971,1
1323,4,0,0,14.28551418721001,15.444751097694555,8,705,16.1378982782545,1
1324,1,0,1,14.077874822431765,15.424948470398375,20,423,15.789591583986283,0
1325,5,0,1,15.80338490611862,16.929025867174648,2,846,17.516812532076766,1
1326,2,0,0,14.557447902693651,15.424948470398375,4,542,16.213405830762646,0
1327,5,0,0,13.304684934198283,14.690979295318174,18,631,15.176487111099874,1
1328,4,1,0,15.761420707019587,17.014183675514957,18,318,17.069753526669768,0
1329,1,0,1,14.914122846632385,15.732433170146335,10,541,17.038378404102012,0
1330,1,1,0,13.710150042306449,14.880221294956703,20,782,15.573368475516649,1
1331,2,1,0,16.077273656438063,17.37085861945369,2,888,17.955465631438425,1
1332,0,1,0,14.22097566607244,15.096444403426338,14,747,15.573368475516649,1
1333,0,1,1,15.424948470398375,16.75467248002987,6,641,17.481633024955595,1
1334,3,1,1,13.122363377404328,14.346138809026444,4,640,14.77102200299171,1
1335,4,0,0,15.84365880525656,17.151280134303974,12,324,17.7667542765457,0
1336,4,1,0,15.520258650202699,16.869511739642242,20,359,17.356469882001587,0
1337,0,0,1,15.702580206996654,16.963963918535928,12,338,17.26231845087848,0
1338,0,1,0,14.151982794585487,14.978661367769956,14,384,16.045524958123483,0
1339,5,0,1,15.990262279448435,17.096421773751928,16,545,18.115513357159564,0
1340,5,0,0,15.64005985001532,17.001863191126915,18,610,17.641975675030775,1
1341,2,1,1,15.931766072766827,17.144137246791594,18,840,17.608750027402454,1
1342,3,0,0,14.690979295318174,15.907374619642667,6,630,16.780783624033557,1
1343,1,1,0,16.02378497148708,17.255928652779712,4,508,17.964974419407454,1
1344,0,0,1,16.06680235657077,17.367997387172654,4,535,17.81371125963347,1
1345,1,1,0,13.997832114758229,15.03928598958639,20,717,15.89495209964411,1
1346,2,1,1,15.856730886823913,16.775615653875114,8,735,17.434503884614045,1
1347,5,1,1,15.86963429165982,16.90655301132259,20,528,17.604235347047926,0
1348,0,1,1,16.056220247240233,16.811242831518264,4,350,17.657111099095875,0
1349,0,0,0,14.346138809026444,15.555976732804778,12,422,16.292048958081757,0
1350,5,1,0,15.201804919084164,16.432906390798355,6,496,16.850463544671545,0
1351,4,0,0,15.250595083253597,16.556350581889475,18,794,16.97675726999584,1
1352,2,1,0,14.690979295318174,15.856730886823913,6,719,16.588099280204055,1
1353,3,0,1,14.808762330974558,15.623799329143539,14,630,16.791040124200745,1
1354,3,0,1,13.304684934198283,14.403297222866392,4,843,15.150511624696614,1
1355,2,1,0,15.341566861459324,16.562781472219765,2,764,17.24949776244942,1
1356,3,1,0,15.789591583986283,16.689075197544057,4,662,17.64849035605197,1
1357,0,0,0,15.363073066680286,16.556350581889475,16,311,17.318060433886718,0
1358,4,0,0,15.27412558066379,16.12804598181149,2,606,17.077445872292923,1
1359,5,1,0,15.363073066680286,16.1378982782545,16,874,17.415558798371595,1
1360,4,0,1,15.978833583624812,17.216707939626428,4,370,18.1962864107365,1
1361,1,1,0,15.761420707019587,16.835935444108635,10,414,17.785802471516394,0
1362,2,0,0,13.304684934198283,13.9108207377686,10,800,15.341566861459324,1
1363,1,0,0,15.732433170146335,16.642824179893303,12,779,17.76290070722971,1
1364,1,0,0,15.671808548329901,16.461685355348397,20,553,17.499377470254665,1
1365,4,0,0,15.84365880525656,17.213369038360916,18,445,17.572048660552024,0
1366,3,0,0,16.012735135300492,16.87890147999208,8,496,18.03501826314038,0
1367,0,1,1,14.690979295318174,15.590462908875947,10,650,16.612791892794426,1
1368,3,0,0,15.732433170146335,16.70031127081098,6,783,17.891351648621814,1
1369,5,1,1,15.068273526459642,16.41820024340866,10,535,17.01009369026343,0
1370,4,1,1,16.00156183470237,17.341871082580436,20,415,17.958645284355807,0
1371,0,0,0,15.60727002719233,16.543363386362664,8,709,17.23323724157764,1
1372,3,0,0,13.458835614025542,14.73180128983843,14,819,15.538277155705378,1
1373,0,0,1,15.732433170146335,16.666217059468007,18,841,17.595144375346674,1
1374,4,0,1,15.483217378522351,16.185754299432134,12,700,17.531518679466462,1
1375,1,1,1,14.151982794585487,15.250595083253597,4,881,16.1573163641116,1
1376,2,1,1,14.151982794585487,15.341566861459324,4,804,16.11809565095832,1
1377,4,0,0,16.034714042019267,16.892822818510687,6,653,17.994502594246658,1
1378,1,1,1,15.88237331743725,17.18967926723851,2,663,18.06970382112827,1
1379,0,0,0,15.319587954740548,16.67771143889374,10,495,17.20665760377293,0
1380,1,0,0,15.150511624696614,16.0978929436408,8,335,16.869511739642242,0
1381,5,1,1,14.22097566607244,15.404745763080856,6,618,15.955576721460545,1
1382,3,0,0,13.997832114758229,14.690979295318174,12,480,15.88237331743725,0
1383,4,0,0,14.346138809026444,15.404745763080856,18,843,16.523560759066484,1
1384,4,1,0,15.464169183551656,16.461685355348397,16,483,17.356469882001587,0
1385,1,0,0,14.28551418721001,15.444751097694555,12,548,16.045524958123483,0
1386,4,1,1,15.702580206996654,16.588099280204055,16,379,17.692942118622803,0
1387,5,0,1,16.056220247240233,17.096421773751928,20,771,18.083808427309812,1
1388,4,1,1,12.611537753638338,13.122363377404328,2,353,14.648419680899378,0
1389,5,0,0,15.341566861459324,16.25785759333348,16,668,17.04631495369775,1
1390,3,0,1,15.623799329143539,16.874217630679652,2,387,17.236510566922608,1
1391,0,0,1,14.22097566607244,15.226497531674536,12,789,16.325109820342647,1
1392,0,1,1,12.89921982609012,13.710150042306449,2,855,14.557447902693651,1
1393,0,0,0,15.978833583624812,17.33003662493343,14,751,17.739462134257693,1
1394,3,0,0,15.761420707019587,16.888203872654394,12,739,17.55555829865261,1
1395,4,1,0,15.363073066680286,16.38812278817138,14,492,17.073607095985757,0
1396,4,0,1,15.84365880525656,16.985196138641705,16,896,17.216707939626428,1
1397,1,0,1,16.034714042019267,17.014183675514957,4,545,17.90316613203558,0
1398,5,0,0,16.056220247240233,17.421008403139158,20,891,17.887950284798325,1
1399,0,1,0,15.38412647587812,16.530205301785152,6,848,16.98938901690174,1
1400,3,0,1,13.304684934198283,14.690979295318174,12,884,15.03928598958639,1
1401,3,1,1,15.404745763080856,16.475770095230136,14,439,17.463568017557954,0
1402,3,1,1,15.009433026436708,15.955576721460545,12,586,17.005986908310778,1
1403,3,1,1,16.02378497148708,16.749367427800177,20,308,17.72753356339242,0
1404,5,1,0,15.623799329143539,16.972510979114386,16,300,17.168917275790083,0
1405,3,1,1,15.943742263813542,16.791040124200745,2,741,17.701189588052817,1
1406,4,1,0,15.88237331743725,17.26231845087848,8,698,17.937794488875618,1
1407,2,0,1,15.623799329143539,16.920097236430347,10,733,17.61324441699029,1
1408,3,0,1,14.508657738524219,15.250595083253597,16,571,16.35711255142882,1
1409,3,1,1,16.108045315104818,17.213369038360916,20,490,17.80634474381671,0
1410,2,0,0,16.06680235657077,17.050259731988763,16,451,18.02169460194191,0
1411,4,1,1,14.457364444136669,15.732433170146335,6,559,16.3957273875566,1
1412,4,1,1,15.747031969567487,16.87890147999208,10,577,17.396247853458508,1
1413,2,0,1,14.22097566607244,15.424948470398375,4,613,16.38045991542581,1
1414,4,0,0,14.457364444136669,15.150511624696614,20,785,16.034714042019267,1
1415,0,1,1,14.648419680899378,15.60727002719233,8,690,16.612791892794426,1
1416,2,0,0,15.86963429165982,16.654589021472887,14,351,17.778226677707938,0
1417,4,0,0,12.89921982609012,13.815510557964274,10,447,14.22097566607244,0
1418,0,1,1,16.056220247240233,16.77042083699801,20,708,18.120926090266316,1
1419,2,1,0,16.02378497148708,16.892822818510687,12,549,18.239158867328975,0
1420,1,1,1,16.012735135300492,16.749367427800177,8,797,17.5974248780454,1
1421,4,0,0,15.775605342011543,16.475770095230136,14,537,17.69501037168686,0
1422,3,1,0,13.592367006650065,14.73180128983843,12,828,15.176487111099874,1
1423,0,1,1,15.319587954740548,16.077273656438063,14,471,17.054189010128656,0
1424,5,1,0,15.955576721460545,17.050259731988763,4,336,17.71343463901292,0
1425,3,0,1,14.73180128983843,16.0978929436408,16,424,16.523560759066484,0
1426,2,1,0,14.22097566607244,15.009433026436708,18,440,15.88237331743725,0
1427,0,0,0,15.64005985001532,16.666217059468007,8,583,17.014183675514957,1
1428,1,0,1,14.077874822431765,14.880221294956703,6,480,15.830413578506539,0
1429,5,0,0,15.702580206996654,17.065885049891847,10,670,17.52664062101303,1
1430,0,1,1,15.483217378522351,16.432906390798355,6,329,17.22995316637645,0
1431,5,0,0,14.151982794585487,14.914122846632385,6,754,16.3727378693319,1
1432,2,0,1,14.880221294956703,15.86963429165982,18,588,16.60667566577699,1
1433,3,0,0,15.687312734865866,16.61887093887081,4,551,17.287477010514635,1
1434,3,1,0,15.931766072766827,16.75467248002987,4,316,17.899804784332872,0
1435,2,0,1,16.00156183470237,17.287477010514635,12,382,17.431819319243374,0
1436,3,1,0,15.483217378522351,16.523560759066484,6,717,17.327055996795295,1
1437,0,1,0,14.845129975145433,15.80338490611862,6,676,16.496532086678563,1
1438,1,0,0,15.89495209964411,17.140546578660864,6,667,17.7473361906886,1
1439,3,0,0,15.176487111099874,16.166885815127753,20,821,16.94227109392467,1
1440,0,1,0,15.64005985001532,16.816230373029303,20,345,17.4182873130248,0
1441,3,0,1,15.590462908875947,16.77042083699801,10,442,17.312018119430753,0
1442,1,1,1,15.60727002719233,16.963963918535928,12,672,17.48673507683949,1
1443,3,0,1,16.02378497148708,17.193098073987297,2,508,18.029118541013194,1
1444,5,1,1,15.03928598958639,16.325109820342647,10,615,16.972510979114386,1
1445,1,1,1,14.403297222866392,15.29711509888849,8,689,16.222455666282563,1
1446,1,1,0,12.611537753638338,13.997832114758229,18,747,13.815510557964274,0
1447,1,1,1,16.012735135300492,16.94227109392467,10,412,17.772506929035153,0
1448,1,1,0,15.671808548329901,16.642824179893303,2,703,17.423722109010754,1
1449,5,0,0,15.573368475516649,16.915602846842507,16,884,17.341871082580436,1
1450,5,1,1,14.77102200299171,15.967272761223736,18,651,16.25785759333348,1
1451,4,0,0,15.702580206996654,16.666217059468007,14,793,17.49181122987135,1
1452,2,0,0,15.623799329143539,16.897420527759316,4,407,17.396247853458508,1
1453,2,0,0,15.226497531674536,16.222455666282563,8,390,16.671980764184756,0
1454,3,0,1,12.611537753638338,13.815510557964274,12,469,14.508657738524219,0
1455,4,1,0,15.363073066680286,16.1573163641116,6,373,17.373711688436096,0
1456,4,1,1,14.22097566607244,15.573368475516649,2,304,15.978833583624812,1
1457,5,0,0,14.808762330974558,15.931766072766827,8,833,16.588099280204055,1
1458,2,1,0,15.747031969567487,16.855259716935038,2,302,17.99756070060548,1
1459,0,1,0,15.84365880525656,17.17240768072985,6,397,17.778226677707938,0
1460,1,1,0,15.226497531674536,16.11809565095832,6,891,16.87890147999208,1
1461,3,0,0,15.226497531674536,16.316946509703484,2,457,16.821193162371433,0
1462,4,0,0,14.28551418721001,14.978661367769956,16,657,15.789591583986283,1
1463,2,0,1,12.89921982609012,14.151982794585487,2,480,14.808762330974558,1
